Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
D8010200010;MACC.BASE TL132;;,00;;;;
D8010205010;MACC.BASE TL132-ATEX;;,00;;;;
D8210001C;CORREDO REYNALDI - ITALIA;;41,22;;;;
D861099000;TAPPI ZB5 SZ3 (EX.ZB2) TLMC;;1,29;;;;
D861220000;TAPPI       PG  7               LEGRAND;;,05;;;;
D861221000;TAPPI 98061 PG  9               LEGRAND;;,06;;;;
D861222000;TAPPI 98062 PG 11               LEGRAND;;,06;;;;
D861223000;TAPPI 98063 PG 13               LEGRAND;;,06;;;;
D861224000;TAPPI 98064 PG 16               LEGRAND;;,06;;;;
D861225000;TAPPI 98065 PG 21               LEGRAND;;,10;;;;
D861226000;TAPPI 98066 PG 29               LEGRAND;;,23;;;;
D861500000;TAPPI Q48 48X48 SCATTO  GEFRAN;;7,00;;;;
D861500001;TAPPI Q94 48X96 SCATTO  GEFRAN;;2,00;;;;
D861597000;TAPPI 18X24 2035900   SWISSTAC;;1,00;;;;
D861598000;TAPPI  SCATTO DP-1187NERI ELEKTROZUBEHOR;;,09;;;;
D862102000;TAPPI  2802 1/4           86452 RTA;;,15;;;;
D862103000;TAPPI  2803 3/8           86453 RTA;;,17;;;;
D862104000;TAPPI  2804 1/2           86454 RTA;;,24;;;;
D862105000;TAPPI  2805 3/4           86455 RTA;;,56;;;;
D862106000;TAPPI  2806 1             86456 RTA;;1,07;;;;
D862221000;TAPPI  2825 PG  9         86462 RTA;;,97;;;;
D862222000;TAPPO METALLO PG11 86463 LEGRAND;;,00;;;;
D862223000;TAPPI PG 13,5             86464 RTA;;1,13;;;;
D862224000;TAPPI PG 16               86465 RTA;;,56;;;;
D862225000;TAPPI PG 21               86466 RTA;;2,23;;;;
D862226000;TAPPI PG 29               86467 RTA;;,00;;;;
D862320000;TAPPO METALLO M20X1,5 86472 LEGRAND;;1,69;;;;
D862332001;TAPPO IN OTTONE M32X1,5 ATEX ZONA 1-2-21-22 PLG3IB CORTEM;;,00;;;PLG3IB;PLG3IB
D86SP00000;TAPPI SPECIALI;;,09;;;;
D87144811000;TARGHETTE ZS61 T2               KLOKNER;;,00;;;;
D87144821000;TARGHETTE ZS62 T2               KLOKNER;;,00;;;;
D8720D490500;TARGHETTA GIALLA X EMERGENZA 800E-15YM112 ALLEN-BRADLEY;;1,06;;;;
D87214890900;TARGHETTE GENERICHE        CAT;;,00;;;;
D87244000000;TARGHETTE 40  ZK                KLOKNER;;,16;;;;
D87244091100;TARGHETTE 95/97K                KLOKNER;;,11;;;;
D87244400000;TARGHETTE 36   K                KLOKNER;;,14;;;;
D87244500000;TARGHETTE 35   K                KLOKNER;;,00;;;;
D87244600000;TARGHETTE 51   K                KLOKNER;;,14;;;;
D87244600001;TARGHETTA KM BLU O6T PULS.D.22;;,45;;;;
D87244800000;TARGHETTE 50  ZK                KLOKNER;;,22;;;;
D87244800001;TARGHETTE 48  ZK                KLOKNER;;,22;;;;
D87244890100;TARGHETTE 11 AZK                KLOKNER;;,22;;;;
D87244900000;TARGHETTE 52   K                KLOKNER;;,00;;;;
D8725A900000;TARGHETTA T1549B mm.15x49 BIANCA MODERNOTECNICA;;,13;;;;
D8725AA00000;PORTATARGA P1752A mm.17x52 CON 2 FORI ADESIVA MODERNOTECNICA;;,39;;;;
D8725AA00001;VETRINO T1549V mm.15x49 PROTEZIONE MODERNOTECNICA;;,13;;;;
D87277000400;TARGHETTA PER POTENZIOMETRO �22 3SU1900-0BG16-0SA0 SIEMENS;;2,03;;SIEMENS S.P.A;3SU1900-0BG16-0SA0;3SU1900-0BG16-0SA0
D87283050000;*FUORI PRODUZIONE TARGHETTE ZB2 TLMC;ANN;,35;;;;
D87283090100;*FUORI PRODUZIONE TARGHETTE ZB2- BY2178 TLMC;ANN;,46;;;;
D87283090200;*FUORI PRODUZIONE TARGHETTE ZB2- BY2179 TLMC;ANN;,46;;;;
D87283090300;*FUORI PRODUZIONE TARGHETTE ZB2- BY2186 TLMC;ANN;,46;;;;
D87370A01100;TARGHETTA FRECCIA 3SU1900-0AB71-0QR0 SIEMENS;;,68;;;;
D87444400000;TARGHETTE EMERG.1AK D.90 GIALLA KLOKNER;;2,62;;;;
D87483400000;TARGHETTE CIRCOLARI ZBY-9121 (ex ZBY-9101) DIAMETRO 60 TLMQ;;,98;;;;
D87483400001;TARGHETTE CIRCOLARI ZB6-Y7001 DIAMETRO 45 TLMQ;;,00;;;;
D87483410500;TARGHETTA EMERGENZA TEDESCO COD.ZBY-9230 TLMC;;1,06;;;;
D87483420500;TARGHETTA EMERGENZA INGLESE COD.ZBY-9330 TLMC;;,84;;;;
D87483430500;TARGHETTA EMERGENZA FRANCESE COD.ZBY-9130 TLMC;;1,06;;;;
D87483440500;TARGHETTA EMERGENZA SPAGNOLO COD.ZBY-9430 TLMC;;,84;;;;
D87483450500;TARGHETTA EMERGENZA ITALIANO COD.ZBY-9630 TLMC;;,00;;;;
D8755A400000;TARGHETTA PER CAVI SAG418 mm.4x18 ACS MODERNOTECNICA;;,03;;;;
D8755A400001;TARGHETTA PER CAVI SA4230 mm.4x12 ACS MODERNOTECNICA;;,02;;;;
D8755A400002;TARGHETTA PER CAVI SA4220 mm.4x18 ACS MODERNOTECNICA;;,02;;;;
D8755A400050;MARCAFILO ICSG11 mm.4x11 GIALLO ICS MODERNOTECNICA;;,03;;;;
D8755A400051;MARCAFILO ICS211 mm.4x11 BIANCO ICS MODERNOTECNICA;;,00;;;;
D8755A400052;MARCAFILO ICSG21 mm.4x11 GIALLO ICS MODERNOTECNICA;;,03;;;;
D87620900000;*ANNULLATO E SOSTITUITO DA E52542000009;ANN;,00;;;;
D8765A900000;TARGHETTA PER MORSETTI SA4295 mm.5x10 ACS MODERNOTECNICA;;,03;;;;
D8765A900001;TARGHETTA PER MORSETTI SA4330 mm.5x10 ACS MODERNOTECNICA;;,02;;;;
D8765A900002;TARGHETTA PER MORSETTI SA4335 mm.5x10 ACS MODERNOTECNICA;;,02;;;;
D87780A21001;TARGHETTA #6 UK COD. TK.LB.C0040._E_ TEKIMA;;4,43;;;;
D87780A21002;TARGHETTA #5 UK COD. TK.LB.D0010._E_ TEKIMA;;4,74;;;;
D87780A21003;TARGHETTA #1 UK COD. TK.LB.W0070._E_ TEKIMA;;4,74;;;;
D87780A21004;TARGHETTA PERICOLO DI SCARICA ELETTRICA INGLESE TEKIMA;ANR;4,43;;;;
D87780A31001;TARGHETTA #6 FR COD. TK.LB.C0040._F_ TEKIMA;ANN;4,74;;;;
D87780A31002;TARGHETTA #5 FR COD. TK.LB.D0010._F_ TEKIMA;ANN;4,74;;;;
D87780A31003;TARGHETTA #1 FR COD. TK.LB.W0070._F_ TEKIMA;ANN;4,74;;;;
D87780A31004;TARGHETTA PERICOLO DI SCARICA ELETTRICA FRANCESE TEKIMA;ANR;4,43;;;;
D87780A61001;TARGHETTA #1 UK/FR COD. TK.LB.W0070.AEFC TEKIMA;;4,74;;;;
D87780A61002;TARGHETTA #6 UK/FR COD.TK.LB.C0040.AEFC TEKIMA;;4,74;;;;
D87780A61003;TARGHETTA #7 UK/FR COD.TK.LB.C0010.AEFC TEKIMA;;4,74;;;;
D87850970700;TARGHETTA 7X12MM TIPO 32995 PER MODULI BECKHOFF I/O CEMBRE;;,10;;;MG-SPM-11 32995;4101080
D87980920800;TARGHETTA #21 UK COD.TK.LB.W0790.AEC(INGLESE) TEKIMA;;4,74;;;TK.LB.W0790.AEC;TK.LB.W0790.AEC
D87980920801;TARGH.#21 UK/FR COD.TK.LB.W0790.AEFC(INGLESE/FRANCESE)TEKIM;;,00;;;TK.LB.W0790.AEFC;TK.LB.W0790.AEFC
D87980A20800;TARGHETTA #3 UK COD. TK.LB.W0030._E_ TEKIMA;;4,74;;;;
D87980A20801;TARGHETTA #2 UK COD. TK.LB.W0080._E_ TEKIMA;;4,74;;;;
D87980A20802;TARGHETTA #4 UK COD. TK.LB.D0060._E_ TEKIMA;;4,74;;;;
D87980A20803;TARGHETTA #9 UK COD. TK.LB.D0130._E_ TEKIMA;;4,74;;;;
D87980A20804;TARGHETTA #11 UK COD.TK.LBQ.W0550.AEC TEKIMA;;3,55;;;;
D87980A20805;TARGHETTA #7 UK COD.TK.LB.C0010._E_ TEKIMA;;4,74;;;;
D87980A20806;TARGHETTA #8 UK COD.TK.LB.D0120._E_ TEKIMA;;4,74;;;;
D87980A20807;TARGHETTA #18 UK COD. TK.LB.W0680._E_ TEKIMA;;4,74;;;;
D87980A20808;TARGHETTA #12 UK COD. TK.LB.D0290.AEC TEKIMA;;4,74;;;;
D87980A20809;TARGHETTA #13 UK COD.TK.LBQ.W0130.AEC TEKIMA;;3,55;;;;
D87980A20820;TARGHETTA #10 UK COD.TK.LB.C0050._E_ TEKIMA;;4,74;;;;
D87980A30800;TARGHETTA #3 FR COD. TK.LB.W0030._F_ TEKIMA;ANN;4,74;;;;
D87980A30801;TARGHETTA #2 FR COD. TK.LB.W0080._F_ TEKIMA;;4,74;;;;
D87980A30802;TARGHETTA #4 FR COD.TK.LB.D0060._F_ TEKIMA;ANN;4,74;;;;
D87980A30803;TARGHETTA #9 FR COD. TK.LB.D0130._F_ TEKIMA;ANN;4,74;;;;
D87980A30804;TARGHETTA #7 FR COD.TK.LB.C0010._F_ TEKIMA;ANN;4,74;;;;
D87980A30805;TARGHETTA #8 FR COD.TK.LB.D0120._F_ TEKIMA;ANN;4,74;;;;
D87980A30807;TARGHETTA #18 FR COD.TK.LB.W0680._F_ TEKIMA;ANN;,00;;;;
D87980A30820;TARGHETTA #10 FR COD.TK.LB.C0050._F_ TEKIMA;ANN;4,74;;;;
D87980A60800;TARGHETTA ATTENZ.CONN.TERRA TK.LBQ.C0020.AEFC ING/FRA TEKIMA;ANN;3,32;;;;
D87980A60801;TARGHETTA #11 UK/FR COD.TK.LBQ.W0020.AEFC TEKIMA;;3,55;;;;
D87980A60802;TARGHETTA #12 UK/FR COD.TK.LB.D0290.AEFC TEKIMA;;4,74;;;;
D87980A60803;TARGHETTA #13 UK/FR COD.TK.LBQ.W0130.AEFC TEKIMA;;3,55;;;;
D87980A60804;TARGHETTA #4 UK/FR COD. TK.LB.D0060.AEFC TEKIMA;;4,74;;;;
D87980A60805;TARGHETTA #5 UK/FR COD. TK.LB.D0010.AEFC TEKIMA;;4,74;;;;
D87980A60806;TARGHETTA #8 UK/FR COD.TK.LB.D0120.AEFC TEKIMA;;4,74;;;;
D87980A60807;TARGHETTA #9 UK/FR COD.TK.LB.D0130.AEFC TEKIMA;;4,74;;;;
D87980A60808;TARGHETTA #3 UK/FR COD.TK.LB.W0030.AEFC TEKIMA;;4,74;;;;
D87980A60809;TARGHETTA #18 UK/FR COD. TK.LB.W0680.AEFC TEKIMA;;4,74;;;;
D87980A60820;TARGHETTA #10 UK/FR COD. TK.LB.C0050.AEFC TEKIMA;;4,74;;;;
D88010130000;TUBO ELIOS D. 13  (0,29 KG X MT);;,33;;;;
D88010160000;TUBO ELIOS D. 16  (0,37 KG X MT);;,44;;;;
D88010190000;TUBO ELIOS D. 19  (0,46 KG X MT);;,32;;;;
D88010220000;TUBO ELIOS D. 22  (0,51 KG X MT) NON A NORME  CEI/IEC;;,68;;;;
D88010260000;TUBO ELIOS D. 26  (0,61 KG X MT);;1,02;;;;
D88010280000;TUBO ELIOS D. 28  (0,66 KG X MT);;,36;;;;
D88010320000;TUBO ELIOS D. 32  (0,76 KG X MT);;2,65;;;;
D88010380000;TUBO ELIOS D. 38  (1,35 KG X MT) NON A NORME  CEI/IEC;;1,66;;;;
D88010400000;TUBO ELIOS D. 40;;1,28;;;;
D88010500000;TUBO ELIOS D. 50  (1,8  KG X MT);;2,37;;;;
D88020280000;TUBO ELIOS D. 28  CURVE;;,19;;;;
D88020300000;TUBO ELIOS D. 30  CURVE;;,22;;;;
D8A00000000;LISTA GR.ACCESSORI D8;;,00;;;;
D8A10000000;RAGGR.BASAMENTO TURBO IN LINE;;,00;;;;
D8A10100000;FAM.BASAMENTO T.I.L. FISSO;;,00;;;;
D8A10100110;GR.BAS.FISSO TIL 132;;158,14;;;;
D8A10100112;STGR.BASAMENTO FISSO TIL 132;;158,14;;;;
D8A10100210;GR.BASAMENTO INLINETURBO-6000;;541,49;;;;
D8A10100211;STGR.STRUTTURA;;270,28;;;;
D8A10100212;STGR.TRALICCIO FISS.TIL132;;64,83;;;;
D8A10100213;STGR.TRALICCIO FISS.POMPA P.;;113,49;;;;
D8A10100214;STGR.TRALICCIO FISS.POMPA C.;;92,89;;;;
D8A10100310;GR.SUPPORTO TIL 160 SU TELAIO;;88,09;;;;
D8A10100311;STGR.SUPPORTO;;88,09;;;;
D8A10200000;FAM.BASAMENTO T.I.L. MOBILE;;,00;;;;
D8A10200110;GR.CARRELLO TIL132;;462,33;;;;
D8A10200111;STGR.PRINCIPALE;;462,33;;;;
D8E01000010;M.E. TL132;;122,71;;;;
D8E01000020;M.E. TL132 NEW;;92,91;;;;
D8G98100114;STGR.USCITA POMPA;;159,30;;;;
D8M00000000;FAMIGLIA GR.MACCHINA BASE D8;;,00;;;;
D8M60000000;RAGGR.TURBO IN LINEA;;,00;;;;
D8M60100000;FAM.TURBO IN LINEA;;,00;;;;
D8M60100110;GR.TURBO IN LINEA TIL-132 ATEX;;254,71;;;;
D8M60100111;STGR.TURBINA TIL-132;;128,39;;;;
D8M60100112;STGR.MOTORE TIL-132 ATEX;;122,43;;;;
D8M60100113;STGR.SONDA TERM.TENUTE TURBO;;3,90;;;;
D8M60100210;GR.TURBO IN LINEA TIL-132;;245,70;;;;
D8M60100211;STGR.TURBINA TIL-132;;125,70;;;;
D8M60100212;STGR.MOTORE TIL-132;;120,00;;;;
D8M6010021C;LISTA CORREDO;;,00;;;;
D8M60100310;GR.TURBO INLINETURBO-6000;;202,22;;;;
D8M60100311;STGR.TURBINA TIL-132;;79,79;;;;
D8M96000000;RAGGR.QUADRO ELETTRICO;;,00;;;;
D8M96100000;FAM.QUADRO ELETTRICO INTEGRATO;;,00;;;;
D8M96100110;GR.ARM.ELETTRICO 600X450X250;;62,93;;;;
D8M96100111;STGR.ARMADIO;;62,93;;;;
D8M96200000;AM.QUADRO ELETTRICO DISLOCATO;;,00;;;;
D8M96200110;GR.QUADRO ELETTRICO TIL 132;;858,85;;;;
D8M96200111;STGR.PRINCIPALE;;858,85;;;;
D9000000000;ELENCO MACC.BASE D9;;,00;;;;
D9010100010;MACC.BASE CIP-70 PORTABLE;;558,34;;;;
D9220002C;CORREDO PILOGEN - ITALIA;;3,78;;;;
D92C340001;CUSTODIE 102.95.545(DA K 1);ANN;9,77;;;;
D92C340002;CUSTODIE 102.95.546(DA K 2);ANN;9,33;;;;
D92C340003;CUSTODIE 102.95.547(DA K31);ANN;18,76;;;;
D92C350001;CASSETTA IMP.ELETTR.GRANDE  (170.27.140);;35,38;;;;
D92C350002;CASSETTA IMP.ELETTR.MEDIA   (170.06.140);;35,39;;;;
D92C350003;CASSETTA IMP.ELETTR.PICCOLA (170.04.140);;39,51;;;;
D92C351001;CAMMA PER SERRATURA;;,00;;;;
D92C360001;SUPPORTO 102.95.567;;4,13;;;;
D92G800001;*SOST.DA A92G850001 GUIDA MORSETTI(EX20395110(DA TS15 MM.165;ANN;3,09;;;;
D92G800002;*SOST.DA A92G850002 GUIDA MORSETTI K21(DA TS15 MM.115);ANN;3,00;;;;
D92G800003;*SOST.DA A92G850003 GUIDA MORS.PER K4 ALIM.(DA TS35 MM.68);ANN;1,95;;;;
D92P190001;PANNELLI 102.95.525;;19,63;;;;
D92P190002;PANNELLO CHIUSURA;;11,36;;;;
D92P190003;PANNELLO FISSAGGIO;;,00;;;;
D92P200001;PIASTRA PER CASSETT.GRANDE  (170.27.141);;11,36;;;;
D92P200002;PIASTRA PER CASSETT.PICCOLA (170.04.141);;9,81;;;;
D92P200003;PIASTRA PER CASSETT.MEDIA   (170.06.141);;5,16;;;;
D92P200004;PIASTRA COPERCHIO PICCOLA;;4,39;;;;
D92P200005;PIASTRA COPERCHIO MEDIA;;4,39;;;;
D92P200006;PIASTRA CHIUSURA  PICCOLA;;4,65;;;;
D92P200007;PIASTRA CHIUSURA  MEDIA;;4,39;;;;
D92P200008;PIASTRA CHIUSURA  GRANDE;;6,40;;;;
D92S800001;GUIDA MORSETTI(EX10295566 DA TS32 MM.68);;,59;;;;
D940100000;VARIE GUARNIZIONE 4874          LUME;;,00;;;;
D940200000;BARRA DI RAME CAT;ANN;6,99;;;;
D940200001;BARRA DI RAME FORATA 12X4/37389 LEGRAND;ANN;13,05;;;;
D940200002;BARRA DI TERRA 1MT COD.0280200000 WEIDMULLER;;17,05;;;;
D940400004;QUADRO INOX APD16/16 160X160X110 IRINOX;;69,00;;;;
D940500001;"ARMADIO RACK 19"" 24HE 600X1200X600MM RITTAL";;1 537,00;;;;
D940500002;CASSETTA ARMADIO QL710/304 (750X1000X300) PORTA CIECA ILINOX;;376,80;;;;
D940500003;QUADRO INOX APD10/16 100X160X110 IRINOX;;75,00;;;;
D940500005;QUADRO INOX APD20/20 200X200X110 IRINOX;;65,00;;;;
D940500007;QUADRO INOX APD20/25 200X250X130 IRINOX;;85,05;;;;
D940510001;COPPIA PARETI LATERALI INOX 200 60 COD.0133710090 IRINOX;;129,00;;;;
D940510002;PORTA SX PER ARMADIO ELETTRICO IRINOX;;,00;;;;
D940510003;PORTA LATERALE AVVITATA CIECA IN ACC. INOX AISI 304 IRINOX;;129,00;;;;
D940510004;KIT PER ARMADIO MB425 (71990031) CEM;;11,20;;;;
D940510005;PARETI LATERALI 60200 TV INOX 999AZ IRINOX;;261,60;;;;
D940510006;PARETE MOBILE AZ 2000X0600 A304 SB IRINOX;;122,04;;;;
D940510007;COMPONENTI PER MODIFICA ARMADIO ELETTRICO CT1 SARONG;;1 980,00;;;;
D940510008;PARETE LATERALE AZ 2000X0600 AISI 304 SB IRINOX;;116,69;;;;
D940510009;PANNELLO LATERALE ZOCCOLO 0100X0600 A304SB IRINOX;;21,50;;;;
D940700000;VARIE PANNELLI 0395058 SEMILAV.;;,00;;;;
D940700001;VARIE PANNELLI QUADRO BA 50 SEMILAV.;;,00;;;;
D941000001;CANALA LDC077 75X75 BIANCA CANALPLAST;;,00;;;;
D941300001;CAVO 10G1 ART.20717 TEMPERATURA -30� TECO;;3,50;;;;
D941300002;CAVO 4X1,5 ART.15460 TEMPERATURA -30� TECO;;2,41;;;;
D941300003;*ANN.E SOST.DA D13A00200800;ANN;2,96;;;;
D941300004;CAVO SCALDANTE SERIE KTES 2,2M 50W 230V TECAM;;276,80;;;;
D941300005;CAVO MOT.BSH-BDH 1,5MMQ-5M-CONN/F.L. VW3M5101R50 SCHNEIDER;;42,43;;;;
D941300006;CAVO ENCOD. M23 - RJ45, 5M VW3M8102R50 SCHNEIDER;;48,88;;;;
D941300007;CAVO TESTA X1 9MT BCP6/BCP7 ANGOLO 90� ALLA TESTA;;2 000,00;;;;
D941300008;CAVO SCALDANTE SERIE KTES 4,4M 100W 230V TECAM;;193,15;;;;
D941300009;CAVETTO SERCOS3 L=50CM PER DRIVER LXM52 SCHNEIDER;;25,47;;;;
D947900001;SONDA PT 100 CLASSE AA D.6 X 200 10m THERMIBEL;;355,25;J0004000003;;;
